,Time,J_0,J_1,J_2
408,0.4084084084084084,1.6123046185821295,1.4942112751305103,1.5486158514395356
409,0.4094094094094094,1.6106457253918052,1.4926629941910505,1.5475366786122322
410,0.41041041041041043,1.6089670062065125,1.4911283235996962,1.545504292473197
411,0.4114114114114114,1.6073772134259343,1.489560566842556,1.543614619411528
412,0.4124124124124124,1.605664985254407,1.4881370719522238,1.5424245214089751
413,0.4134134134134134,1.6040785182267427,1.4865085138007998,1.540355034172535
414,0.4144144144144144,1.6023910976946354,1.4849170874804258,1.539391240105033
415,0.41541541541541543,1.6008599111810327,1.4834454013034701,1.537016305141151
416,0.4164164164164164,1.599197894334793,1.4819769952446222,1.5351782822981477
417,0.4174174174174174,1.5975802168250084,1.4803853537887335,1.534325667656958
418,0.4184184184184184,1.5959434043616056,1.4790622321888804,1.532032223418355
419,0.4194194194194194,1.594390083104372,1.4774964153766632,1.530804037116468
420,0.42042042042042044,1.5927385333925486,1.4759702337905765,1.5292058093473315
421,0.4214214214214214,1.5911986911669374,1.4745487812906504,1.5271975882351398
422,0.4224224224224224,1.5895614391192794,1.4730173656716943,1.5260133761912584
423,0.42342342342342343,1.5880281860008836,1.47159459348768,1.5244563203305006
424,0.4244244244244244,1.586516642011702,1.4701458187773824,1.5230132220312953
425,0.42542542542542544,1.5850084200501442,1.4688042365014553,1.521275769919157
426,0.4264264264264264,1.5834107184782624,1.4673199616372585,1.5195741150528193
427,0.4274274274274274,1.5818803198635578,1.4658568259328604,1.5180705012753606
428,0.42842842842842843,1.5804096357896924,1.4645242439582944,1.5165945384651423
429,0.4294294294294294,1.5789200589060783,1.4629072695970535,1.5154886357486248
430,0.43043043043043044,1.5774308955296874,1.461751882918179,1.5139098279178143
431,0.4314314314314314,1.575879349373281,1.4603630248457193,1.5121866120025516
432,0.43243243243243246,1.5744047574698925,1.459009651094675,1.5105709424242377
433,0.43343343343343343,1.5729779647663236,1.4574520038440824,1.5094196535646915
434,0.4344344344344344,1.5714277122169733,1.456102347932756,1.507718661800027
435,0.43543543543543545,1.5699972473084927,1.4548106687143445,1.5063019273802638
